id;client_id;scoring_id
775;25955;2
776;38425;2
777;14290;2
778;1662;2
779;42909;3
780;44244;3
781;44705;3
782;20202;2
783;35869;2
784;14073;1
785;49056;2
786;19943;1
787;20301;2
788;49296;3
789;29909;3
790;22991;2
791;36579;1
792;14088;3
793;45018;2
794;50688;3
795;39984;1
796;47364;3
797;27240;2
798;17908;2
799;1209;3
800;9815;2
801;50768;2
802;47171;2
803;1133;2
804;2275;2
805;4151;1
806;44344;3
807;50320;2
808;20137;3
809;13892;2
810;39654;3
811;10024;2
812;46355;2
813;8032;2
814;28379;2
815;24568;2
816;6604;1
817;26792;3
818;3638;3
819;16150;2
820;9874;2
821;20187;2
822;45284;2
823;35274;2
824;41104;3
825;14324;3
826;40649;2
827;3750;1
828;2792;3
829;33533;3
830;46945;2
831;28361;3
832;13446;2
833;20605;2
834;15510;3
835;36897;3
836;27315;2
837;26936;3
838;32573;3
839;29344;3
840;4850;3
841;22925;2
842;21632;2
843;44842;3
844;5175;2
845;39060;2
846;36988;1
847;12959;2
848;33528;2
849;41664;3
850;25792;3
851;17346;2
852;35472;2
853;31043;3
854;1818;3
855;27413;1
856;7445;2
857;28465;2
858;4587;1
859;47815;2
860;35308;3
861;10706;2
862;35414;2
863;43577;2
864;20655;2
865;40170;3
866;2186;3
867;15742;3
868;22109;2
869;6115;3
870;14523;2
871;15466;2
872;46414;2
873;30240;3
874;40467;2
875;35170;2
876;1103;2
877;24945;1
878;29417;2
879;15081;1
880;14665;3
881;16064;2
882;7137;3
883;37042;2
884;34259;2
885;42470;2
886;45239;2
887;14803;2
888;24302;3
889;34344;2
890;2312;3
891;17699;2
892;34746;3
893;47286;3
894;47446;1
895;31249;2
896;16407;3
897;42872;3
898;22380;2
899;20016;2
900;18142;3
901;22358;1
902;18364;1
903;9725;2
904;2862;3
905;26797;3
906;3302;2
907;49474;3
908;37906;3
909;25298;3
910;41264;2
911;23481;3
912;44064;2
913;29188;3
914;44198;1
915;19235;3
916;2465;2
917;17536;2
918;16896;2
919;7467;2
920;6325;3
921;27938;2
922;11405;2
923;4380;3
924;8175;2
925;48158;2
926;48117;2
927;13187;1
928;20967;2
929;35217;1
930;23004;2
931;10419;3
932;11487;2
933;19268;2
934;41769;2
935;25721;1
936;14438;3
937;5681;2
938;26588;1
939;19075;1
940;49507;2
941;50314;2
942;13075;1
943;39217;2
944;46525;3
945;21302;2
946;40242;2
947;21262;2
948;3389;3
949;29444;2
950;16412;3
951;1606;3
952;9403;2
953;48148;3
954;28511;2
955;38415;3
956;40346;1
957;22148;2
958;37948;2
959;11651;2
960;33558;2
961;4182;3
962;40653;2
963;45645;2
964;45080;1
965;22937;2
966;32390;2
967;33265;2
968;29583;1
969;41640;3
970;46369;3
971;46029;3
972;12836;2
973;15570;1
974;28416;1
975;6715;2
976;22205;2
977;45472;2
978;17349;2
979;41844;2
980;43068;2
981;20616;2
982;18058;2
983;28913;2
984;50158;1
985;40358;2
986;20349;2
987;48797;2
988;41729;2
989;3948;2
990;28149;3
991;4477;1
992;22945;2
993;14807;3
994;26773;3
995;14758;2
996;8341;2
997;14042;2
998;23733;3
999;45530;2
1000;46481;3
1001;21941;3
1002;23813;2
1003;14440;3
1004;31546;3
1005;21290;2
1006;1973;3
1007;22839;3
1008;35751;2
1009;50133;3
1010;19721;3
1011;37628;1
1012;15848;2
1013;10849;2
1014;35058;1
1015;46339;2
1016;4311;3
1017;36408;2
1018;24792;1
1019;5446;2
1020;14697;3
1021;12685;3
1022;19758;3
1023;36228;2
1024;7377;3
1025;39491;2
1026;19124;3
1027;14281;2
1028;32947;3
1029;21982;2
1030;31411;2
1031;4989;3
1032;34820;3
1033;23282;2
1034;4760;2
1035;11861;3
1036;15542;1
1037;9612;1
1038;6471;1
1039;6099;3
1040;44273;2
1041;26978;2
1042;45537;3
1043;26725;1
1044;44231;2
1045;44498;3
1046;23270;2
1047;33550;1
1048;16717;2
1049;7867;2
1050;24898;2
1051;22087;2
1052;44488;2
1053;27472;3
1054;25714;2
1055;16937;2
1056;29979;2
1057;28904;2
1058;47116;2
1059;39053;3
1060;49739;3
1061;10791;3
1062;28738;2
1063;11810;2
1064;17488;1
1065;24530;2
1066;33471;3
1067;32551;2
1068;35758;2
1069;8310;2
1070;13475;2
1071;25627;2
1072;27814;2
1073;2077;2
1074;42659;2
1075;17225;2
1076;20550;2
1077;26279;3
1078;31463;3
1079;25763;2
1080;18915;3
1081;17147;2
1082;42473;2
1083;48040;2
1084;21625;1
1085;15303;3
1086;11148;2
1087;25321;3
1088;24420;2
1089;46232;3
1090;45944;1
1091;17195;2
1092;13142;1
1093;50670;2
1094;13654;2
1095;35593;1
1096;12675;1
1097;11139;2
1098;50984;3
1099;41522;2
1100;5349;2
1101;11501;1
1102;9644;2
1103;10658;2
1104;2784;2
1105;24271;3
1106;11452;2
1107;2042;3
1108;23143;2
1109;35018;2
1110;46712;2
1111;10869;2
1112;35275;1
1113;3802;3
1114;25614;2
1115;40556;2
1116;19901;1
1117;21497;1
1118;16638;2
1119;41245;3
1120;2241;1
1121;15264;2
1122;32690;2
1123;43735;2
1124;47194;3
1125;28231;2
1126;36050;1
1127;37660;3
1128;44044;3
1129;1208;2
1130;36052;2
1131;4535;1
1132;30939;3
1133;19099;2
1134;33615;3
1135;38160;2
1136;36152;3
1137;3636;2
1138;2744;3
1139;46027;2
1140;22023;3
1141;16860;2
1142;27285;2
1143;45904;3
1144;14232;2
1145;11407;3
1146;33740;2
1147;43378;2
1148;14498;2
1149;43201;2
1150;2263;2
1151;14847;2
1152;34452;3
1153;40438;2
1154;31960;1
1155;6581;2
1156;19186;2
1157;40413;2
1158;41792;2
1159;48124;2
1160;29634;1
1161;34573;2
1162;30416;2
1163;29676;2
1164;23044;3
1165;34844;3
1166;41731;3
1167;30952;3
1168;44128;2
1169;50127;2
1170;46919;2
1171;6319;3
1172;24360;3
1173;13909;3
1174;19225;2
1175;3852;1
1176;9918;2
1177;13116;2
1178;3353;2
1179;38954;3
1180;23306;2
1181;10403;2
1182;41108;3
1183;30839;2
1184;33581;2
1185;34581;1
1186;35009;2
1187;29945;3
1188;1821;2
1189;2232;2
1190;28260;2
1191;17689;2
1192;5642;2
1193;37940;3
1194;2274;2
1195;43990;2
1196;50136;1
1197;46506;2
1198;19260;2
1199;43457;2
1200;11518;1
1201;22970;1
1202;33055;2
1203;27721;3
1204;10539;1
1205;11176;1
1206;3111;2
1207;42922;2
1208;28371;1
1209;11118;3
1210;36559;2
1211;26226;2
1212;48699;3
1213;46291;1
1214;5589;3
1215;19542;2
1216;20575;2
1217;50316;2
1218;46995;2
1219;36748;2
1220;26188;2
1221;4829;2
1222;4351;2
1223;48209;1
1224;39889;3
1225;32165;3
1226;2940;3
1227;34440;2
1228;29330;2
1229;3933;2
1230;2642;3
1231;5003;3
1232;36095;3
1233;33802;2
1234;25578;3
1235;8280;3
1236;28530;3
1237;15707;2
1238;25538;2
1239;5032;1
1240;12925;2
1241;17296;2
1242;49850;2
1243;10729;3
1244;41650;2
1245;21051;2
1246;50221;1
1247;6989;2
1248;9871;3
1249;15271;2
1250;6954;3
1251;8863;3
1252;43361;3
1253;46408;2
1254;12559;2
1255;13364;3
1256;17644;3
1257;28786;2
1258;40160;1
1259;24967;1
1260;9893;2
1261;7232;2
1262;9125;1
1263;7642;2
1264;46957;2
1265;39611;2
1266;24443;2
1267;46867;1
1268;2427;2
1269;30299;2
1270;28493;3
1271;39829;1
1272;46178;3
1273;44404;3
1274;19588;2
1275;48816;2
1276;49269;3
1277;36645;3
1278;50647;2
1279;27080;2
1280;27479;2
1281;50704;3
1282;2351;2
1283;21052;2
1284;11711;2
1285;25453;3
1286;10476;3
1287;17974;3
1288;7298;1
1289;35566;2
1290;5440;1
1291;23541;3
1292;32293;2
1293;9003;2
1294;43106;2
1295;28655;3
1296;11130;2
1297;20070;2
1298;10050;2
1299;11160;2
1300;50834;3
1301;13193;2
1302;16375;3
1303;25401;2
1304;3245;2
1305;18817;1
1306;22501;2
1307;47896;2
1308;27761;3
1309;46377;3
1310;36791;2
1311;23616;2
1312;40428;2
1313;24711;2
1314;23874;2
1315;2341;1
1316;23750;2
1317;18702;3
1318;6064;2
1319;16209;2
1320;43402;2
1321;31106;2
1322;1166;2
1323;42930;2
1324;41080;2
1325;24262;2
1326;18167;3
1327;16071;2
1328;11417;2
1329;50675;3
1330;39348;1
1331;23199;2
1332;28333;2
1333;45013;2
1334;41915;1
1335;39433;2
1336;43974;2
1337;31884;1
1338;35203;1
1339;21988;3
1340;7104;2
1341;43042;2
1342;15155;2
1343;48999;2
1344;34550;2
1345;47547;2
1346;2335;1
1347;29915;2
1348;14808;3
1349;33112;2
1350;34834;2
1351;33756;2
1352;16070;3
1353;38157;2
1354;49828;1
1355;38753;2
1356;47141;2
1357;21457;2
1358;24341;3
1359;50161;2
1360;2975;2
1361;13360;3
1362;49226;3
1363;27031;3
1364;17278;2
1365;18787;2
1366;5306;2
1367;10834;1
1368;43581;3
1369;45474;2
1370;36342;2
1371;47715;1
1372;19597;3
1373;10269;1
1374;2277;3
1375;21049;2
1376;42401;3
1377;33374;3
1378;23163;3
1379;39565;2
1380;28939;3
1381;47013;2
1382;6576;1
1383;32595;2
1384;28248;2
1385;28402;2
1386;7225;2
1387;48740;2
1388;30886;2
1389;33591;2
1390;8709;3
1391;34485;3
1392;6460;3
1393;39909;3
1394;13587;3
1395;33781;3
1396;39388;2
1397;1801;2
1398;22381;3
1399;34722;2
1400;9443;2
1401;10078;2
1402;45380;1
1403;2830;3
1404;39337;2
1405;27540;2
1406;13838;3
1407;5112;1
1408;31484;1
1409;18527;2
1410;23947;2
1411;42243;1
1412;35996;2
1413;5540;1
1414;20108;2
1415;17203;1
1416;35062;3
1417;8623;3
1418;10839;3
1419;10638;2
1420;4900;2
1421;22819;2
1422;28573;3
1423;14381;2
1424;42967;2
1425;4550;1
1426;31978;3
1427;36051;2
1428;26782;3
1429;19669;2
1430;26631;3
1431;31182;2
1432;48039;2
1433;16193;3
1434;11408;3
1435;35552;2
1436;24697;3
1437;43872;2
1438;9926;3
1439;13489;2
1440;16382;2
1441;8643;3
1442;43413;2
1443;41520;2
1444;16808;2
1445;11745;1
1446;22159;2
1447;50746;3
1448;5880;1
1449;20367;2
1450;22211;3
1451;16373;1
1452;21344;3
1453;12485;3
1454;48021;2
1455;19818;2
1456;27827;3
1457;20748;1
1458;8564;2
1459;19954;2
1460;46344;3
1461;38617;2
1462;31123;2
1463;28826;1
1464;8314;2
1465;44067;3
1466;33330;3
1467;41808;1
1468;31590;2
1469;11380;2
1470;48020;3
1471;21653;2
1472;39182;2
1473;37292;3
1474;39220;2
1475;18606;2
1476;14694;3
1477;9636;1
1478;2880;2
1479;48249;3
1480;38196;2
1481;20457;3
1482;32030;3
1483;45815;2
1484;13836;2
1485;44949;2
1486;35949;2
1487;20781;2
1488;32421;3
1489;31531;2
1490;35981;3
1491;33382;1
1492;24379;2
1493;39199;2
1494;18342;2
1495;21588;2
1496;42017;2
1497;30012;3
1498;20169;2
1499;35468;2
1500;4655;3
1501;47792;2
1502;3599;3
1503;7363;3
1504;45076;3
1505;27846;2
1506;41338;1
1507;19739;2
1508;8987;3
1509;48862;2
1510;25664;3
1511;14524;2
1512;13666;1
1513;5392;2
1514;5636;2
1515;32111;2
1516;41717;2
1517;9624;1
1518;37840;2
1519;30815;1
1520;46268;3
1521;30203;2
1522;24685;3
1523;36724;3
1524;43231;2
1525;39573;3
1526;44423;3
1527;19925;2
1528;6270;3
1529;13204;2
1530;18835;2
1531;19582;2
1532;48972;1
1533;2850;2
1534;22196;1
1535;50948;2
1536;25156;2
1537;41039;2
1538;2426;1
1539;9616;2
1540;29588;3
1541;27724;2
1542;16107;2
1543;26844;2
1544;12006;2
1545;17660;3
1546;3559;1
1547;4479;2
1548;7265;1
1549;37173;3
1550;4873;1
1551;26380;2
1552;37807;3
1553;16229;2
1554;23876;2
1555;21011;2
1556;6332;3
1557;14270;2
1558;31759;2
1559;49730;2
1560;50371;2
1561;15070;3
1562;22080;2
1563;12496;3
1564;44052;1
1565;11640;3
1566;40130;2
1567;41728;1
1568;22615;2
1569;46273;1
1570;7048;3
1571;36677;2
1572;6496;2
1573;11755;3
1574;2284;2
1575;21369;2
1576;41386;3
1577;37837;2
1578;42422;2
1579;3201;2
1580;29160;3
1581;9423;2
1582;10628;2
1583;34701;1
1584;3522;2
1585;15614;1
1586;17563;2
1587;36288;3
1588;9765;3
1589;29678;3
1590;2704;2
1591;33127;2
1592;1742;3
1593;21258;2
1594;47403;3
1595;19306;2
1596;26743;2
1597;11963;1
1598;43559;2
1599;31911;1
1600;18198;2
1601;15962;3
1602;37471;3
1603;40444;2
1604;7820;3
1605;19789;2
1606;29149;1
1607;31848;2
1608;37470;1
1609;16062;1
1610;47448;2
1611;6775;2
1612;35978;2
1613;39211;2
1614;47294;2
1615;23674;2
1616;1165;2
1617;24089;2
1618;22862;3
1619;40602;2
1620;4092;3
1621;25324;2
1622;13714;2
1623;10883;2
1624;26532;3
1625;8585;2
1626;17984;3
1627;22434;2
1628;19615;2
1629;3725;3
1630;19145;1
1631;28794;2
1632;25411;3
1633;23014;2
1634;10348;2
1635;26490;2
1636;37775;1
1637;45060;2
1638;17688;2
1639;11052;1
1640;2325;2
1641;4941;2
1642;20090;1
1643;2609;2
1644;35963;3
1645;9565;2
1646;22704;2
1647;39164;3
1648;1569;2
1649;40908;1
1650;29990;2
1651;18280;2
1652;3443;3
1653;25434;1
1654;42591;2
1655;32213;1
1656;46827;3
1657;18444;2
1658;44299;1
1659;12202;2
1660;3961;2
1661;20873;2
1662;17050;3
1663;48553;3
1664;33042;3
1665;12768;2
1666;36643;2
1667;25666;2
1668;38622;2
1669;39280;2
1670;47883;2
1671;5839;3
1672;24043;2
1673;35371;2
1674;45249;2
1675;48286;3
1676;18234;2
1677;1604;1
1678;10968;2
1679;22600;1
1680;6498;2
1681;3379;3
1682;31315;2
1683;26420;2
1684;13944;3
1685;20471;3
1686;43274;3
1687;4842;2
1688;44143;1
1689;26791;3
1690;34146;3
1691;21557;2
1692;50761;1
1693;42054;3
1694;25673;1
1695;1234;2
1696;50128;2
1697;9539;2
1698;24749;1
1699;33441;2
1700;11489;3
1701;14496;2
1702;36974;3
1703;14749;2
1704;48331;3
1705;26698;3
1706;19421;1
1707;9449;1
1708;20955;2
1709;39651;2
1710;5995;2
1711;36989;2
1712;49695;2
1713;36482;2
1714;33393;2
1715;17905;2
1716;47763;1
1717;40100;2
1718;46131;3
1719;11426;1
1720;34871;1
1721;4105;2
1722;5539;2
1723;48139;2
1724;10947;1
1725;14227;2
1726;19264;2
1727;13888;1
1728;36430;2
1729;2329;2
1730;39633;1
1731;39606;3
1732;11101;3
1733;39465;2
1734;29699;3
1735;2139;2
1736;3771;2
1737;28642;3
1738;5809;2
1739;2643;2
1740;2015;3
1741;4621;1
1742;1211;3
1743;8794;2
1744;47242;1
1745;50686;2
1746;27717;3
1747;33522;2
1748;46443;2
1749;24883;2
1750;18321;3
1751;8735;3
1752;34137;3
1753;44795;2
1754;39698;3
1755;30051;2
1756;22670;3
1757;50439;2
1758;37797;2
1759;8076;2
1760;16862;3
1761;23583;1
1762;41376;1
1763;33540;2
1764;5045;2
1765;33934;2
1766;25635;2
1767;50957;3
1768;9384;1
1769;50658;1
1770;6573;2
1771;23017;2
1772;8681;3
1773;14634;3
1774;12216;2
1775;26968;2
1776;19447;2
1777;29044;3
1778;18415;2
1779;19717;2
1780;45449;3
1781;24564;1
1782;42311;2
1783;36447;2
1784;48621;1
1785;18371;1
1786;24522;1
1787;45127;3
1788;28179;3
1789;41405;2
1790;34156;2
1791;36393;2
1792;17209;2
1793;48578;1
1794;4498;2
1795;28067;2
1796;4817;2
1797;35682;3
1798;49612;1
1799;28268;2
1800;8918;2
1801;32477;2
1802;29130;2
1803;32205;2
1804;15560;3
1805;44981;3
1806;17882;2
1807;31391;3
1808;22936;1
1809;24845;2
1810;41710;3
1811;48134;3
1812;34406;3
1813;24422;2
1814;2709;2
1815;21565;2
1816;8928;3
1817;38931;1
1818;20042;2
1819;28185;3
1820;5177;2
1821;1071;2
1822;14061;2
1823;16195;3
1824;27821;2
1825;45468;2
1826;17156;2
1827;32976;2
1828;42801;1
1829;16634;1
1830;32579;3
1831;19393;3
1832;32682;2
1833;11092;2
1834;46551;2
1835;18216;3
1836;1796;2
1837;35738;1
1838;43695;2
1839;41267;1
1840;1592;2
1841;33768;2
1842;37180;2
1843;12042;3
1844;1006;3
1845;49818;3
1846;19763;3
1847;47516;2
1848;24922;2
1849;19297;2
1850;22565;3
1851;44043;1
1852;47619;2
1853;48079;3
1854;31717;3
1855;32721;2
1856;5136;2
1857;49218;2
1858;24372;2
1859;27608;1
1860;17385;3
1861;12990;3
1862;14404;1
1863;34863;2
1864;33269;2
1865;3285;3
1866;13623;2
1867;1048;2
1868;2566;2
1869;24794;2
1870;1454;2
1871;36502;3
